bond_sym_id	gvkey	industry
981811AD4	11600	Steelworks Etc
A.GB	126554	Measuring and Control Equipment
A.GC	126554	Measuring and Control Equipment
A.GD	126554	Measuring and Control Equipment
A.GE	126554	Measuring and Control Equipment
A.GF	126554	Measuring and Control Equipment
A.GG	126554	Measuring and Control Equipment
A3900782	126554	Measuring and Control Equipment
A4020252	126554	Measuring and Control Equipment
A4404722	126554	Measuring and Control Equipment
AA.AA	1356	Steelworks Etc
AA.GC	1356	Steelworks Etc
AA.GD	1356	Steelworks Etc
AA.GE	1356	Steelworks Etc
AA.GF	1356	Steelworks Etc
AA.GG	1356	Steelworks Etc
AA.GH	1356	Steelworks Etc
AA.GI	1356	Steelworks Etc
AA.GL	1356	Steelworks Etc
AA.HM	1356	Steelworks Etc
AA.HN	1356	Steelworks Etc
AA.HO	1356	Steelworks Etc
AA.HP	1356	Steelworks Etc
AA.HQ	1356	Steelworks Etc
AA.HT	1356	Steelworks Etc
AA.HU	1356	Steelworks Etc
AA.HV	1356	Steelworks Etc
AA.HW	1356	Steelworks Etc
AA.HX	1356	Steelworks Etc
AA.HY	1356	Steelworks Etc
AA4165125	1356	Steelworks Etc
AACB.GA	28708	Entertainment
AAI.GB	30399	Transportation
AAI.GC	30399	Transportation
AAI.GD	30399	Transportation
AAI.GE	30399	Transportation
AAII.GA	63604	Business Services
AAL4009127	1045	Transportation
AAMR3706355	1045	Transportation
AAMR3706358	1045	Transportation
AAMR3706362	1045	Transportation
AAMR3706363	1045	Transportation
AAMR3706366	1045	Transportation
AAMR3706373	1045	Transportation
AAP.AA	145977	Retail
AAP.AB	145977	Retail
AAP4076362	145977	Retail
AAPJ.AA	145977	Retail
AAPJ.AB	145977	Retail
AAPL.GA	1690	Computers
AAPL4001806	1690	Computers
AAPL4001808	1690	Computers
AAPL4001809	1690	Computers
AAPL4001810	1690	Computers
AAPL4001811	1690	Computers
AAPL4001812	1690	Computers
AAPL4122386	1690	Computers
AAPL4122387	1690	Computers
AAPL4122390	1690	Computers
AAPL4122391	1690	Computers
AAPL4122392	1690	Computers
AAPL4122395	1690	Computers
AAPL4122398	1690	Computers
AAPL4208635	1690	Computers
AAPL4208636	1690	Computers
AAPL4208638	1690	Computers
AAPL4208639	1690	Computers
AAPL4208641	1690	Computers
AAPL4242662	1690	Computers
AAPL4242663	1690	Computers
AAPL4242664	1690	Computers
AAPL4242665	1690	Computers
AAPL4242667	1690	Computers
AAPL4242668	1690	Computers
AAPL4242669	1690	Computers
AAPL4336432	1690	Computers
AAPL4336433	1690	Computers
AAPL4336434	1690	Computers
AAPL4336435	1690	Computers
AAPL4336436	1690	Computers
AAPL4336437	1690	Computers
AAPL4336438	1690	Computers
AAPL4336439	1690	Computers
AAPL4336441	1690	Computers
AAPL4389208	1690	Computers
AAPL4389210	1690	Computers
AAPL4389212	1690	Computers
AAPL4389214	1690	Computers
AAPL4389215	1690	Computers
AAPL4452430	1690	Computers
AAPL4452431	1690	Computers
AAPL4452432	1690	Computers
AAPL4452433	1690	Computers
AAPL4452434	1690	Computers
AAPL4452435	1690	Computers
AAPL4452437	1690	Computers
AAPL4452438	1690	Computers
AAPL4452439	1690	Computers
AAPL4492954	1690	Computers
AAPL4492955	1690	Computers
AAPL4492956	1690	Computers
AAPL4492958	1690	Computers
AAPL4492959	1690	Computers
AAPL4492960	1690	Computers
AAPL4507383	1690	Computers
AAWW.AA	61155	Transportation
AAWW.AB	61155	Transportation
AAWW.AC	61155	Transportation
AAWW.AD	61155	Transportation
AAWW.AE	61155	Transportation
AAWW.AF	61155	Transportation
AAWW.AG	61155	Transportation
AAWW4253487	61155	Transportation
AAWW4497987	61155	Transportation
ABBV4036933	16101	Pharmaceutical Products
ABBV4036934	16101	Pharmaceutical Products
ABBV4036937	16101	Pharmaceutical Products
ABBV4036938	16101	Pharmaceutical Products
ABBV4038018	16101	Pharmaceutical Products
ABBV4038019	16101	Pharmaceutical Products
ABBV4241908	16101	Pharmaceutical Products
ABBV4241910	16101	Pharmaceutical Products
ABBV4241911	16101	Pharmaceutical Products
ABBV4241922	16101	Pharmaceutical Products
ABBV4241923	16101	Pharmaceutical Products
ABBV4241924	16101	Pharmaceutical Products
ABBV4362386	16101	Pharmaceutical Products
ABBV4362387	16101	Pharmaceutical Products
ABBV4362394	16101	Pharmaceutical Products
ABBV4362395	16101	Pharmaceutical Products
ABBV4362396	16101	Pharmaceutical Products
ABC.GF	31673	Wholesale
ABC.GH	31673	Wholesale
ABC.GJ	31673	Wholesale
ABC.GK	31673	Wholesale
ABC.GL	31673	Wholesale
ABC4127448	31673	Wholesale
ABC4127450	31673	Wholesale
ABC4213750	31673	Wholesale
ABC4213751	31673	Wholesale
ABCB4464622	30222	Banking
ABCD.AB	176939	Printing and Publishing
ABCD.AD	176939	Printing and Publishing
ABG.GB	144640	Retail
ABG.GC	144640	Retail
ABG.GD	144640	Retail
ABG.GF	144640	Retail
ABG.GG	144640	Retail
ABG.GH	144640	Retail
ABG.GI	144640	Retail
ABG.GK	144640	Retail
ABG4202100	144640	Retail
ABGX.GB	112178	Pharmaceutical Products
ABGX.GD	112178	Pharmaceutical Products
ABH3842274	2337	Business Supplies
ABK.GA	24287	Insurance
ABK.GB	24287	Insurance
ABK.GH	24287	Insurance
ABK.GI	24287	Insurance
ABK.GJ	24287	Insurance
ABK.GK	24287	Insurance
ABP.GC	24005	Petroleum and Natural Gas
ABP.GE	24005	Petroleum and Natural Gas
ABR3963120	160173	Trading
ABR4125166	160173	Trading
ABR4410671	160173	Trading
ABS.GA	1240	Retail
ABS.GB	1240	Retail
ABS.GC	1240	Retail
ABS.GD	1240	Retail
ABS.GE	1240	Retail
ABS.GF	1240	Retail
ABS.GG	1240	Retail
ABS.GH	1240	Retail
ABS.GI	1240	Retail
ABT.GA	1078	Pharmaceutical Products
ABT.GB	1078	Pharmaceutical Products
ABT.GC	1078	Pharmaceutical Products
ABT.GD	1078	Pharmaceutical Products
ABT.GE	1078	Pharmaceutical Products
ABT.GF	1078	Pharmaceutical Products
ABT.GG	1078	Pharmaceutical Products
ABT.GH	1078	Pharmaceutical Products
ABT.GI	1078	Pharmaceutical Products
ABT.GJ	1078	Pharmaceutical Products
ABT.GM	160255	Pharmaceutical Products
ABT.GN	160255	Pharmaceutical Products
ABT.GO	1078	Pharmaceutical Products
ABT.GP	1078	Pharmaceutical Products
ABT.GQ	1078	Pharmaceutical Products
ABT.GR	160255	Pharmaceutical Products
ABT.GS	160255	Pharmaceutical Products
ABT.GT	160255	Pharmaceutical Products
ABT.GU	1078	Pharmaceutical Products
ABT.GV	1078	Pharmaceutical Products
ABT.GW	1078	Pharmaceutical Products
ABT.GX	1078	Pharmaceutical Products
ABT.GY	1078	Pharmaceutical Products
ABT.GZ	160255	Pharmaceutical Products
ABT.HA	1078	Pharmaceutical Products
ABT.HB	1078	Pharmaceutical Products
ABT.HC	1078	Pharmaceutical Products
ABT4219947	1078	Pharmaceutical Products
ABT4219949	1078	Pharmaceutical Products
ABT4219950	1078	Pharmaceutical Products
ABT4427936	1078	Pharmaceutical Products
ABT4427937	1078	Pharmaceutical Products
ABT4427938	1078	Pharmaceutical Products
ABT4427939	1078	Pharmaceutical Products
ABT4427940	1078	Pharmaceutical Products
ABT4427941	1078	Pharmaceutical Products
ABT4466212	1078	Pharmaceutical Products
ABT4466215	1078	Pharmaceutical Products
ABT4466374	1078	Pharmaceutical Products
ABT4466375	1078	Pharmaceutical Products
ABT4466376	1078	Pharmaceutical Products
ABX.AC	2055	Precious Metals
ABX.AF	2055	Precious Metals
ABX.GB	2055	Precious Metals
ABX.GH	2055	Precious Metals
ABX.GS	2055	Precious Metals
ABX.GT	2055	Precious Metals
ABX3855314	2055	Precious Metals
ABX3855315	2055	Precious Metals
ABX4049410	2055	Precious Metals
ABX4053837	2055	Precious Metals
ABY.GC	1081	Business Supplies
ABY.GD	1081	Business Supplies
ABY.GE	1081	Business Supplies
ABY.GF	1081	Business Supplies
ABY.GG	1081	Business Supplies
ABY.GH	1081	Business Supplies
ABY.GI	1081	Business Supplies
AC.GB	14999	NA
ACAI.GB	28622	Transportation
ACAS.GA	65345	Trading
ACAS.GB	65345	Trading
ACCO4020559	164506	Printing and Publishing
ACDA.AC	192255	Healthcare
ACDA4130484	192255	Healthcare
ACDA4170130	192255	Healthcare
ACDA4281497	192255	Healthcare
ACDA4374113	192255	Healthcare
ACET4431415	1094	Wholesale
ACF.GA	17197	Banking
ACF.GC	17197	Banking
ACF.GD	17197	Banking
ACF.GF	17197	Banking
ACF.GG	17197	Banking
ACF.GH	17197	Banking
ACF.GJ	17197	Banking
ACF.GL	17197	Banking
ACHC4130484	192255	Healthcare
ACHC4170130	192255	Healthcare
ACHC4281497	192255	Healthcare
ACHC4374113	192255	Healthcare
ACI.AA	14793	Coal
ACI.AB	14793	Coal
ACI.AC	14793	Coal
ACI.AD	14793	Coal
ACI3855311	14793	Coal
ACI3855312	14793	Coal
ACI4046974	14793	Coal
ACIZ.GB	14793	Coal
ACIZ.GC	14793	Coal
ACLS.GB	137602	Machinery
ACM4300282	147988	Business Services
ACM4302418	147988	Business Services
ACOC.GA	164506	Printing and Publishing
ACOC.GB	164506	Printing and Publishing
ACOC.GE	164506	Printing and Publishing
ACOC4020559	164506	Printing and Publishing
ACOR4135801	156617	Pharmaceutical Products
ACR.GA	64839	Personal Services
ACR.GB	64839	Personal Services
ACRE4084889	189516	Banking
ACS.GC	30697	Business Services
ACS.GD	30697	Business Services
ACS.GE	30697	Business Services
ACUZ.AF	145979	Automobiles and Trucks
ACV.GA	1239	Consumer Goods
ACV.GB	1239	Consumer Goods
ACXM.GC	2536	Business Services
ADBE.GA	12540	Business Services
ADBE.GB	12540	Business Services
ADBE4204134	12540	Business Services
ADCT.GB	1013	Electrical Equipment
ADCT.GC	1013	Electrical Equipment
ADCT.GD	1013	Electrical Equipment
ADCT.GE	1013	Electrical Equipment
ADCT.GF	1013	Electrical Equipment
ADI.GB	1632	Electrical Equipment
ADI.GC	1632	Electrical Equipment
ADI.GD	1632	Electrical Equipment
ADI4009822	1632	Electrical Equipment
ADI4317879	1632	Electrical Equipment
ADI4317880	1632	Electrical Equipment
ADI4432496	1632	Electrical Equipment
ADI4432501	1632	Electrical Equipment
ADI4432502	1632	Electrical Equipment
ADI4432506	1632	Electrical Equipment
ADLT.GA	61690	Electrical Equipment
ADM.GB	1722	Food Products
ADM.GC	1722	Food Products
ADM.GD	1722	Food Products
ADM.GE	1722	Food Products
ADM.GF	1722	Food Products
ADM.GG	1722	Food Products
ADM.GH	1722	Food Products
ADM.GI	1722	Food Products
ADM.GJ	1722	Food Products
ADM.GK	1722	Food Products
ADM.GL	1722	Food Products
ADM.GM	1722	Food Products
ADM.GO	1722	Food Products
ADM.GP	1722	Food Products
ADM.GR	1722	Food Products
ADM.GS	1722	Food Products
ADM.GT	1722	Food Products
ADM.GU	1722	Food Products
ADM.GV	1722	Food Products
ADM.GW	1722	Food Products
ADM3827213	1722	Food Products
ADM3963760	1722	Food Products
ADM4392331	1722	Food Products
ADP.GA	1891	Business Services
ADP4287440	1891	Business Services
ADP4287441	1891	Business Services
ADPT.GA	12256	Petroleum and Natural Gas
ADPT.GC	12256	Petroleum and Natural Gas
ADPT.GE	12256	Petroleum and Natural Gas
ADS.AC	143974	Business Services
ADS.GD	143974	Business Services
ADSK3942599	1878	Business Services
ADSK3942602	1878	Business Services
ADSK4254801	1878	Business Services
ADSK4254805	1878	Business Services
ADSK4504222	1878	Business Services
ADT3991007	14438	Business Services
ADT3991008	14438	Business Services
ADT3991009	14438	Business Services
ADT3997702	14438	Business Services
ADT4104761	14438	Business Services
ADT4117044	14438	Business Services
ADT4192152	14438	Business Services
ADVP.GA	63728	Insurance
AEE.GB	25495	Petroleum and Natural Gas
AEE.HD	25495	Petroleum and Natural Gas
AEE.HM	10860	Utilities
AEE.HY	25495	Petroleum and Natural Gas
AEE.IB	10860	Utilities
AEE.IC	25495	Petroleum and Natural Gas
AEE4311819	10860	Utilities
AEE4311835	10860	Utilities
AEG.GB	15598	Insurance
AEG.GO	15598	Insurance
AEG.GQ	15598	Insurance
AEGR4281496	177313	Pharmaceutical Products
AEIS.GA	61562	Electrical Equipment
AEL.GC	156383	Insurance
AEL.GE	156383	Insurance
AEL4029544	156383	Insurance
AEL4507378	156383	Insurance
AEM.GA	1186	Precious Metals
AEM.GC	1186	Precious Metals
AEN.GC	1038	Entertainment
AEN.GE	1038	Entertainment
AEN.GH	1038	Entertainment
AEN.GM	1038	Entertainment
AEP.GB	1440	Utilities
AEP.GC	1440	Utilities
AEP.JT	1440	Utilities
AEP.JV	1440	Utilities
AEP.KH	1440	Utilities
AEP3938365	1440	Utilities
AEP3938366	1440	Utilities
AEPI.GB	11903	Rubber and Plastic Products
AEPI.GC	11903	Rubber and Plastic Products
AEPI.GD	11903	Rubber and Plastic Products
AEPI.GE	11903	Rubber and Plastic Products
AEPI.GG	11903	Rubber and Plastic Products
AES.AA	24216	Other
AES.GB	24216	Other
AES.GC	24216	Other
AES.GD	24216	Other
AES.GE	24216	Other
AES.GF	24216	Other
AES.GG	24216	Other
AES.GH	24216	Other
AES.GI	24216	Other
AES.GJ	24216	Other
AES.GK	24216	Other
AES.GS	24216	Other
AES.HP	24216	Other
AES.HT	24216	Other
AES.IH	24216	Other
AES.IJ	24216	Other
AES.IO	24216	Other
AES.IQ	24216	Other
AES.IR	24216	Other
AES.IT	24216	Other
AES3874654	24216	Other
AES4000849	24216	Other
AES4104361	24216	Other
AES4126894	24216	Other
AES4229312	24216	Other
AES4363141	24216	Other
AET.GA	1177	Insurance
AET.GB	1177	Insurance
AET.GC	1177	Insurance
AET.GD	1177	Insurance
AET.GE	1177	Insurance
AET.GF	1177	Insurance
AET.GL	1177	Insurance
AET3670231	23877	Healthcare
AET3671495	23877	Healthcare
AET3692511	23877	Healthcare
AET3707226	23877	Healthcare
AET3851183	1177	Insurance
AET3851187	1177	Insurance
AET3926318	1177	Insurance
AET3926320	1177	Insurance
AET4104271	1177	Insurance
AET4104272	1177	Insurance
AET4181074	1177	Insurance
AET4370450	1177	Insurance
AET4370455	1177	Insurance
AET4370488	1177	Insurance
AET4370489	1177	Insurance
AET4370490	1177	Insurance
AET4370491	1177	Insurance
AET4370492	1177	Insurance
AET4370730	1177	Insurance
AETC.GB	24105	Rubber and Plastic Products
AETH.GA	125315	Trading
AF3702418	29246	Banking
AF3867293	29246	Banking
AF4504263	29246	Banking
AFC.GB	61408	Insurance
AFC.GC	61408	Insurance
AFC.GD	61408	Insurance
AFCE.GA	114608	Trading
AFFX.GB	62990	Measuring and Control Equipment
AFFX.GD	62990	Measuring and Control Equipment
AFFX.GF	62990	Measuring and Control Equipment
AFFX.GG	62990	Measuring and Control Equipment
AFFX3868425	62990	Measuring and Control Equipment
AFG.GA	8431	Insurance
AFG.GB	8431	Insurance
AFG.GE	8431	Insurance
AFG.GG	8431	Insurance
AFG3864331	8431	Insurance
AFG3891919	8431	Insurance
AFG4164928	8431	Insurance
AFG4310058	8431	Insurance
AFG4394474	8431	Insurance
AFG4502082	8431	Insurance
AFL.GB	1449	Insurance
AFL.GC	1449	Insurance
AFL.GD	1449	Insurance
AFL.GE	1449	Insurance
AFL.GF	1449	Insurance
AFL3818464	1449	Insurance
AFL3818466	1449	Insurance
AFL3905111	1449	Insurance
AFL4014734	1449	Insurance
AFL4181469	1449	Insurance
AFL4220987	1449	Insurance
AFL4220989	1449	Insurance
AFL4404389	1449	Insurance
AFL4404390	1449	Insurance
AFN.GC	175674	Trading
AFN.GD	175674	Trading
AFNG.GE	166005	Insurance
AFNG3958150	166005	Insurance
AFR.GB	153070	Trading
AFSI3958150	166005	Insurance
AFSI4155691	166005	Insurance
AFSI4193896	166005	Insurance
AFSI4258392	166005	Insurance
AFSI4287891	166005	Insurance
AG.GA	25180	Machinery
AG.GB	25180	Machinery
AG.GD	25180	Machinery
AG.GE	25180	Machinery
AG.GF	25180	Machinery
AGCO3669414	25180	Machinery
AGCO3852766	25180	Machinery
AGEN.GC	129466	Pharmaceutical Products
AGIX.GB	138641	Pharmaceutical Products
AGIX.GC	138641	Pharmaceutical Products
AGIX.GD	138641	Pharmaceutical Products
AGIX.GE	138641	Pharmaceutical Products
AGN.GA	15598	Insurance
AGN.GC	15708	Pharmaceutical Products
AGN.JU	15708	Pharmaceutical Products
AGN.KC	15708	Pharmaceutical Products
AGN.KO	15708	Pharmaceutical Products
AGN.KP	15598	Insurance
AGN.KQ	15598	Insurance
AGN.KR	2731	Banking
AGN.KS	15708	Pharmaceutical Products
AGN.KU	15708	Pharmaceutical Products
AGN.KV	15708	Pharmaceutical Products
AGN3979696	15708	Pharmaceutical Products
AGN3979700	15708	Pharmaceutical Products
AGO.GA	30165	Insurance
AGO.GB	30165	Insurance
AGO.GC	30165	Insurance
AGO.GE	30165	Insurance
AGO4136090	30165	Insurance
AGP.GB	145367	Insurance
AGP.GC	145367	Insurance
AGR.GA	141845	Electrical Equipment
AGU.GA	28169	Chemicals
AGU.GB	28169	Chemicals
AGU.GC	28169	Chemicals
AGU.GD	28169	Chemicals
AGU.GE	28169	Chemicals
AGU.GF	28169	Chemicals
AGU.GG	28169	Chemicals
AGU3908426	28169	Chemicals
AGU4012977	28169	Chemicals
AGU4012978	28169	Chemicals
AGU4184523	28169	Chemicals
AGU4217503	28169	Chemicals
AGU4217515	28169	Chemicals
AGY.GC	27842	Entertainment
AGY.GD	27842	Entertainment
AGY.GF	27842	Entertainment
AH.GB	15290	Medical Equipment
AH.GC	15290	Medical Equipment
AHC.GA	1380	Petroleum and Natural Gas
AHC.GB	1380	Petroleum and Natural Gas
AHC.GC	1380	Petroleum and Natural Gas
AHC.GD	1380	Petroleum and Natural Gas
AHC.GE	1380	Petroleum and Natural Gas
AHC.GF	1380	Petroleum and Natural Gas
AHC.GG	1380	Petroleum and Natural Gas
AHC.GK	1380	Petroleum and Natural Gas
AHG.GA	23988	Medical Equipment
AHG.GB	23988	Medical Equipment
AHI.GB	28933	Transportation
AHL3841358	157353	Insurance
AHR.GG	66688	Trading
AHR.GH	66688	Trading
AI4221733	66085	Trading
AIG.ALZ	3591	Banking
AIG.APB	1487	Insurance
AIG.GAA	3591	Banking
AIG.GAE	3591	Banking
AIG.GAF	3591	Banking
AIG.GAM	3591	Banking
AIG.GAN	3591	Banking
AIG.GAT	1487	Insurance
AIG.GAU	1487	Insurance
AIG.GBB	3591	Banking
AIG.GBC	3591	Banking
AIG.GBD	3591	Banking
AIG.GBE	3591	Banking
AIG.GBK	3591	Banking
AIG.GBL	3591	Banking
AIG.GBP	3591	Banking
AIG.GBR	3591	Banking
AIG.GBS	3591	Banking
AIG.GBW	3591	Banking
AIG.GBX	3591	Banking
AIG.GCB	3591	Banking
AIG.GCC	3591	Banking
AIG.GCJ	3591	Banking
AIG.GCT	3591	Banking
AIG.GDQ	3591	Banking
AIG.GEJ	3591	Banking
AIG.GEL	3591	Banking
AIG.GFC	3591	Banking
AIG.GFJ	3591	Banking
AIG.GFL	3591	Banking
AIG.GFT	3591	Banking
AIG.GFY	3591	Banking
AIG.GGD	3591	Banking
AIG.GGE	3591	Banking
AIG.GGK	3591	Banking
AIG.GGL	3591	Banking
AIG.GGM	3591	Banking
AIG.GHH	3591	Banking
AIG.GHQ	3591	Banking
AIG.GHU	3591	Banking
AIG.GHV	3591	Banking
AIG.GHY	3591	Banking
AIG.GHZ	3591	Banking
AIG.GIE	3591	Banking
AIG.GIH	3591	Banking
AIG.GIM	3591	Banking
AIG.GIT	3591	Banking
AIG.GJB	3591	Banking
AIG.GJJ	3591	Banking
AIG.GJL	3591	Banking
AIG.GJM	3591	Banking
AIG.GJO	3591	Banking
AIG.GJQ	3591	Banking
AIG.GJS	3591	Banking
AIG.GJU	3591	Banking
AIG.GJV	3591	Banking
AIG.GKL	3591	Banking
AIG.GKU	3591	Banking
AIG.GLB	3591	Banking
AIG.GLC	3591	Banking
AIG.GLJ	3591	Banking
AIG.GLO	3591	Banking
AIG.GLP	3591	Banking
AIG.GMN	1487	Insurance
AIG.GNB	3591	Banking
AIG.GNC	3591	Banking
AIG.GNH	3591	Banking
AIG.GNI	3591	Banking
AIG.GNS	3591	Banking
AIG.GNW	3591	Banking
AIG.GNX	3591	Banking
AIG.GOE	3591	Banking
AIG.GOF	3591	Banking
AIG.GOH	3591	Banking
AIG.GOI	3591	Banking
AIG.GOJ	3591	Banking
AIG.GON	1487	Insurance
AIG.GOP	1487	Insurance
AIG.GOS	3591	Banking
AIG.GOT	3591	Banking
AIG.GOU	3591	Banking
AIG.GOY	3591	Banking
AIG.GOZ	3591	Banking
AIG.GPB	3591	Banking
AIG.GPC	3591	Banking
AIG.GPF	3591	Banking
AIG.GPN	3591	Banking
AIG.GPO	3591	Banking
AIG.GQF	3591	Banking
AIG.GQG	3591	Banking
AIG.GQM	3591	Banking
AIG.GQS	3591	Banking
AIG.GQX	3591	Banking
AIG.GQY	3591	Banking
AIG.GRD	3591	Banking
AIG.GRE	3591	Banking
AIG.GRG	3591	Banking
AIG.GRH	3591	Banking
AIG.GRL	3591	Banking
AIG.GXG	3591	Banking
AIG.GXI	3591	Banking
AIG.GXJ	3591	Banking
AIG.GXK	3591	Banking
AIG.GXL	1487	Insurance
AIG.GXP	3591	Banking
AIG.GXY	3591	Banking
AIG.HKB	3591	Banking
AIG.HKX	1487	Insurance
AIG.HLC	3591	Banking
AIG.HLD	3591	Banking
AIG.HLL	3591	Banking
AIG.HLM	3591	Banking
AIG.HLR	3591	Banking
AIG.HLS	3591	Banking
AIG.HLZ	3591	Banking
AIG.HME	3591	Banking
AIG.HMF	3591	Banking
AIG.HMK	3591	Banking
AIG.HMM	3591	Banking
AIG.HMN	3591	Banking
AIG.HNU	3591	Banking
AIG.HNV	3591	Banking
AIG.HNY	3591	Banking
AIG.HNZ	3591	Banking
AIG.HOE	3591	Banking
AIG.HOF	3591	Banking
AIG.HOG	3591	Banking
AIG.HOH	3591	Banking
AIG.HON	3591	Banking
AIG.HOO	3591	Banking
AIG.HOX	3591	Banking
AIG.HOY	3591	Banking
AIG.HPA	1487	Insurance
AIG.HPB	1487	Insurance
AIG.IAA	3591	Banking
AIG.IAB	3591	Banking
AIG.IAC	3591	Banking
AIG.IAE	3591	Banking
AIG.IAL	3591	Banking
AIG.IAM	3591	Banking
AIG.IBP	3591	Banking
AIG.IBQ	3591	Banking
AIG.IBS	3591	Banking
AIG.IBT	3591	Banking
AIG.IBU	3591	Banking
AIG.IBZ	3591	Banking
AIG.ICH	1487	Insurance
AIG.JAA	3591	Banking
AIG.JAB	3591	Banking
AIG.JAD	3591	Banking
AIG.JAI	3591	Banking
AIG.JAJ	3591	Banking
AIG.JAK	3591	Banking
AIG.JAO	3591	Banking
AIG.JBH	3591	Banking
AIG.JBI	3591	Banking
AIG.JBS	3591	Banking
AIG.JBT	3591	Banking
AIG.JBW	3591	Banking
AIG.JBX	3591	Banking
AIG.JCG	3591	Banking
AIG.JCH	3591	Banking
AIG.JCJ	1487	Insurance
AIG.JCK	3591	Banking
AIG.JCL	3591	Banking
AIG.JCM	3591	Banking
AIG.JCQ	1487	Insurance
AIG.JCR	1487	Insurance
AIG.KZ	1487	Insurance
AIG.LA	1487	Insurance
AIG.PAL	3591	Banking
AIG.PAM	3591	Banking
AIG.PAN	3591	Banking
AIG.PBN	3591	Banking
AIG.PBO	3591	Banking
AIG.PCQ	3591	Banking
AIG.PCR	3591	Banking
AIG.PDE	3591	Banking
AIG.PDF	3591	Banking
AIG.PDG	3591	Banking
AIG.PDH	3591	Banking
AIG.PDL	3591	Banking
AIG.PDM	3591	Banking
AIG.PDU	3591	Banking
AIG.PDV	3591	Banking
AIG.PEC	3591	Banking
AIG.PED	3591	Banking
AIG.PEE	3591	Banking
AIG.PEL	3591	Banking
AIG.PEM	3591	Banking
AIG.PEN	3591	Banking
AIG.PES	3591	Banking
AIG.PET	3591	Banking
AIG.PEU	3591	Banking
AIG.PEV	3591	Banking
AIG.PKJ	3591	Banking
AIG.PKK	3591	Banking
AIG.PKO	3591	Banking
AIG.PKP	3591	Banking
AIG.PLN	3591	Banking
AIG.PLP	3591	Banking
AIG.PLT	3591	Banking
AIG.PLY	1487	Insurance
AIG.PLZ	1487	Insurance
AIG.PMB	1487	Insurance
AIG.PMD	1487	Insurance
AIG.PME	1487	Insurance
AIG.QP	3591	Banking
AIG.QR	3591	Banking
AIG.RV	3591	Banking
AIG.RY	3591	Banking
AIG.SE	3591	Banking
AIG.SK	3591	Banking
AIG.SL	1487	Insurance
AIG.SP	3591	Banking
AIG.SV	3591	Banking
AIG.TD	3591	Banking
AIG.TG	3591	Banking
AIG.TK	3591	Banking
AIG.TR	3591	Banking
AIG.TS	3591	Banking
AIG.TZ	3591	Banking
AIG.UE	3591	Banking
AIG.UK	3591	Banking
AIG.UL	3591	Banking
AIG.UT	3591	Banking
AIG.UW	3591	Banking
AIG.VD	3591	Banking
AIG.VL	3591	Banking
AIG.VM	3591	Banking
AIG.VP	3591	Banking
AIG.VU	3591	Banking
AIG.VV	3591	Banking
AIG.WE	3591	Banking
AIG.WG	3591	Banking
AIG.WQ	3591	Banking
AIG.XA	3591	Banking
AIG.XC	3591	Banking
AIG.XD	3591	Banking
AIG.XI	3591	Banking
AIG.XJ	3591	Banking
AIG.XM	3591	Banking
AIG.XV	3591	Banking
AIG.XW	3591	Banking
AIG.YB	3591	Banking
AIG.YC	3591	Banking
AIG.YJ	3591	Banking
AIG.YO	3591	Banking
AIG.YV	3591	Banking
AIG.YW	3591	Banking
AIG.ZB	3591	Banking
AIG.ZG	3591	Banking
AIG.ZJ	3591	Banking
AIG.ZN	3591	Banking
AIG.ZO	3591	Banking
AIG.ZS	3591	Banking
AIG.ZT	3591	Banking
AIG.ZW	3591	Banking
AIG.ZZ	3591	Banking
AIG3832873	1487	Insurance
AIG3832886	1487	Insurance
AIG3857774	1487	Insurance
AIG3891550	1487	Insurance
AIG3911569	1487	Insurance
AIG4037980	1487	Insurance
AIG4055516	1487	Insurance
AIG4143451	1487	Insurance
AIG4143505	1487	Insurance
AIG4201967	1487	Insurance
AIG4202086	1487	Insurance
AIG4266446	1487	Insurance
AIG4266447	1487	Insurance
AIG4266449	1487	Insurance
AIG4338112	1487	Insurance
AIG4345460	1487	Insurance
AIN.GB	14084	Textiles
AINV.AA	266257	Trading
AINV3817894	266257	Trading
AINV3911910	266257	Trading
AINV4017342	266257	Trading
AINV4217031	266257	Trading
AIQ.GA	13657	Healthcare
AIQ.GB	13657	Healthcare
AIQ.GC	13657	Healthcare
AIQ.GD	13657	Healthcare
AIQ.GG	13657	Healthcare
AIR.AA	1004	Wholesale
AIR.GA	1004	Wholesale
AIR.GB	1004	Wholesale
AIR.GD	1004	Wholesale
AIR.GF	1004	Wholesale
AIR.GG	1004	Wholesale
AIR.GH	1004	Wholesale
AIR.GI	1004	Wholesale
AIR.GJ	1004	Wholesale
AIR3961266	1004	Wholesale
AIZ.GC	157057	Insurance
AIZ.GD	157057	Insurance
AIZ3705895	157057	Insurance
AIZ3988396	157057	Insurance
AIZ3988404	157057	Insurance
AKAM.GB	125595	Business Services
AKAM.GD	125595	Business Services
AKAM4218580	125595	Business Services
AKO.GA	30436	Candy  &&  Soda
AKR.GB	28323	Trading
AKRO.AB	14304	Pharmaceutical Products
AKRX.AB	14304	Pharmaceutical Products
AKS.GG	28323	Trading
AL.GA	1243	Steelworks Etc
AL3916824	186278	Business Services
AL3943145	186278	Business Services
AL3963100	186278	Business Services
AL4034214	186278	Business Services
AL4070556	186278	Business Services
AL4104276	186278	Business Services
AL4162877	186278	Business Services
AL4162926	186278	Business Services
AL4200528	186278	Business Services
AL4278131	186278	Business Services
