bond_sym_id	gvkey	industry
PDG.GD	8626	Precious Metals
PDG.GQ	8626	Precious Metals
PDG.GR	8626	Precious Metals
PDG.GS	8626	Precious Metals
PDLI.GB	24878	Pharmaceutical Products
PDLI.GD	24878	Pharmaceutical Products
PDLI.GF	24878	Pharmaceutical Products
PDLI.GG	24878	Pharmaceutical Products
PDLI.GH	24878	Pharmaceutical Products
PDLI.GI	24878	Pharmaceutical Products
PDLI.GJ	24878	Pharmaceutical Products
PDLI4096241	24878	Pharmaceutical Products
PDLI4427743	24878	Pharmaceutical Products
PDQ.GA	8750	Restaurants, Hotels, Motels
PDQ.GD	8750	Restaurants, Hotels, Motels
PDS.GA	20695	Petroleum and Natural Gas
PDS4234582	20695	Petroleum and Natural Gas
PDSF.GA	30225	Business Services
PDSG.GA	30225	Business Services
PEBB.AA	183830	Trading
PEG.IP	8810	Utilities
PEG4423312	8810	Utilities
PEG4423316	8810	Utilities
PEGS.GB	65236	Business Services
PEI3843930	8457	Trading
PEMX3851194	14324	Electrical Equipment
PEMX4066161	14324	Electrical Equipment
PEMX4066162	14324	Electrical Equipment
PENN.GB	30259	Entertainment
PENN.GC	30259	Entertainment
PENN.GE	30259	Entertainment
PENN.GF	30259	Entertainment
PENN.GG	30259	Entertainment
PENN.GI	30259	Entertainment
PENN4142460	30259	Entertainment
PEP.GN	8479	Beer  &&  Liquor
PEP.KT	8479	Beer  &&  Liquor
PEP.KU	8479	Beer  &&  Liquor
PEP.KV	8479	Beer  &&  Liquor
PEP.KW	8479	Beer  &&  Liquor
PEP.KX	8479	Beer  &&  Liquor
PEP.KY	8479	Beer  &&  Liquor
PEP.KZ	8479	Beer  &&  Liquor
PEP.LA	8479	Beer  &&  Liquor
PEP.LB	8479	Beer  &&  Liquor
PEP.LC	8479	Beer  &&  Liquor
PEP.LD	8479	Beer  &&  Liquor
PEP.LE	8479	Beer  &&  Liquor
PEP.LF	8479	Beer  &&  Liquor
PEP.LG	8479	Beer  &&  Liquor
PEP.LH	8479	Beer  &&  Liquor
PEP.LI	8479	Beer  &&  Liquor
PEP3826669	8479	Beer  &&  Liquor
PEP3826670	8479	Beer  &&  Liquor
PEP3826676	8479	Beer  &&  Liquor
PEP3887893	8479	Beer  &&  Liquor
PEP3887894	8479	Beer  &&  Liquor
PEP3887895	8479	Beer  &&  Liquor
PEP3975230	8479	Beer  &&  Liquor
PEP3975231	8479	Beer  &&  Liquor
PEP3975233	8479	Beer  &&  Liquor
PEP4034146	8479	Beer  &&  Liquor
PEP4034149	8479	Beer  &&  Liquor
PEP4102625	8479	Beer  &&  Liquor
PEP4102626	8479	Beer  &&  Liquor
PEP4175620	8479	Beer  &&  Liquor
PEP4239271	8479	Beer  &&  Liquor
PEP4239275	8479	Beer  &&  Liquor
PEP4239278	8479	Beer  &&  Liquor
PEP4239280	8479	Beer  &&  Liquor
PEP4268849	8479	Beer  &&  Liquor
PEP4268850	8479	Beer  &&  Liquor
PEP4268851	8479	Beer  &&  Liquor
PEP4268852	8479	Beer  &&  Liquor
PEP4268853	8479	Beer  &&  Liquor
PEP4298855	8479	Beer  &&  Liquor
PEP4298857	8479	Beer  &&  Liquor
PEP4298858	8479	Beer  &&  Liquor
PEP4298859	8479	Beer  &&  Liquor
PEP4337402	8479	Beer  &&  Liquor
PEP4337411	8479	Beer  &&  Liquor
PEP4337412	8479	Beer  &&  Liquor
PEP4411436	8479	Beer  &&  Liquor
PEP4411437	8479	Beer  &&  Liquor
PEP4411438	8479	Beer  &&  Liquor
PEP4411439	8479	Beer  &&  Liquor
PEP4411440	8479	Beer  &&  Liquor
PEP4411441	8479	Beer  &&  Liquor
PEP4490679	8479	Beer  &&  Liquor
PEP4490680	8479	Beer  &&  Liquor
PEP4490681	8479	Beer  &&  Liquor
PEP4490682	8479	Beer  &&  Liquor
PEP4490683	8479	Beer  &&  Liquor
PERY.GC	28303	Apparel
PERY.GD	28303	Apparel
PES4175618	9835	Petroleum and Natural Gas
PETD.GB	8512	Petroleum and Natural Gas
PETD.GC	8512	Petroleum and Natural Gas
PETD4031046	8512	Petroleum and Natural Gas
PETD4402403	8512	Petroleum and Natural Gas
PETE.GB	8387	Petroleum and Natural Gas
PETE.GC	8387	Petroleum and Natural Gas
PETR.GA	121934	Petroleum and Natural Gas
PETR.GB	121934	Petroleum and Natural Gas
PETR.GD	121934	Petroleum and Natural Gas
PETR.GF	121934	Petroleum and Natural Gas
PFBC4373522	109183	Banking
PFE.GA	8530	Pharmaceutical Products
PFE.GB	8530	Pharmaceutical Products
PFE.GF	8530	Pharmaceutical Products
PFE.GG	8530	Pharmaceutical Products
PFE.GH	8530	Pharmaceutical Products
PFE.GI	8530	Pharmaceutical Products
PFE.GK	8530	Pharmaceutical Products
PFE.GM	8530	Pharmaceutical Products
PFE.GN	8530	Pharmaceutical Products
PFE.GO	8530	Pharmaceutical Products
PFE.GP	8530	Pharmaceutical Products
PFE.GQ	8530	Pharmaceutical Products
PFE3956496	13721	Pharmaceutical Products
PFE4013012	8530	Pharmaceutical Products
PFE4013013	8530	Pharmaceutical Products
PFE4013015	8530	Pharmaceutical Products
PFE4013016	8530	Pharmaceutical Products
PFE4013018	8530	Pharmaceutical Products
PFE4061549	13721	Pharmaceutical Products
PFE4062474	13721	Pharmaceutical Products
PFE4062475	13721	Pharmaceutical Products
PFE4125862	8530	Pharmaceutical Products
PFE4125865	8530	Pharmaceutical Products
PFE4125867	8530	Pharmaceutical Products
PFE4125871	8530	Pharmaceutical Products
PFE4125872	8530	Pharmaceutical Products
PFE4297187	8530	Pharmaceutical Products
PFE4297188	8530	Pharmaceutical Products
PFE4297190	8530	Pharmaceutical Products
PFE4297191	8530	Pharmaceutical Products
PFE4310056	13721	Pharmaceutical Products
PFE4310091	13721	Pharmaceutical Products
PFE4369660	8530	Pharmaceutical Products
PFE4369661	8530	Pharmaceutical Products
PFE4369662	8530	Pharmaceutical Products
PFE4369663	8530	Pharmaceutical Products
PFE4426176	8530	Pharmaceutical Products
PFE4426177	8530	Pharmaceutical Products
PFE4426178	8530	Pharmaceutical Products
PFE4426182	8530	Pharmaceutical Products
PFE4426183	8530	Pharmaceutical Products
PFG.LU	145701	Insurance
PFG.MK	145701	Insurance
PFG.ML	145701	Insurance
PFG3898966	145701	Insurance
PFG3898977	145701	Insurance
PFG3930251	145701	Insurance
PFG3930252	145701	Insurance
PFG3930263	145701	Insurance
PFG4241303	145701	Insurance
PFG4241304	145701	Insurance
PFG4423264	145701	Insurance
PFG4423270	145701	Insurance
PFGC.GA	28787	Wholesale
PFPT4195593	170335	Business Services
PFPT4375132	170335	Business Services
PG.GA	8762	Consumer Goods
PG.GB	8762	Consumer Goods
PG.GC	8762	Consumer Goods
PG.GD	8762	Consumer Goods
PG.GE	8762	Consumer Goods
PG.GF	8762	Consumer Goods
PG.GG	8762	Consumer Goods
PG.GH	8762	Consumer Goods
PG.GI	8762	Consumer Goods
PG.GJ	8762	Consumer Goods
PG.GK	8762	Consumer Goods
PG.GL	8762	Consumer Goods
PG.GM	8762	Consumer Goods
PG.GN	8762	Consumer Goods
PG.GR	8762	Consumer Goods
PG.GS	8762	Consumer Goods
PG.GT	8762	Consumer Goods
PG.GU	8762	Consumer Goods
PG.GV	8762	Consumer Goods
PG.GW	8762	Consumer Goods
PG.GY	8762	Consumer Goods
PG.GZ	8762	Consumer Goods
PG.HA	8762	Consumer Goods
PG.HB	8762	Consumer Goods
PG.HC	8762	Consumer Goods
PG.HD	8762	Consumer Goods
PG.HE	8762	Consumer Goods
PG.HH	8762	Consumer Goods
PG.HJ	8762	Consumer Goods
PG.HK	8762	Consumer Goods
PG.HL	8762	Consumer Goods
PG.HM	8762	Consumer Goods
PG.HN	8762	Consumer Goods
PG.HQ	8762	Consumer Goods
PG.HR	8762	Consumer Goods
PG.HS	8762	Consumer Goods
PG.HT	8762	Consumer Goods
PG.HU	8762	Consumer Goods
PG.HV	8762	Consumer Goods
PG3816075	8762	Consumer Goods
PG3816077	8762	Consumer Goods
PG3888588	8762	Consumer Goods
PG4039287	8762	Consumer Goods
PG4040131	8762	Consumer Goods
PG4066464	8762	Consumer Goods
PG4066465	8762	Consumer Goods
PG4066466	8762	Consumer Goods
PG4179041	8762	Consumer Goods
PG4179042	8762	Consumer Goods
PG4179471	8762	Consumer Goods
PG4310033	8762	Consumer Goods
PG4332244	8762	Consumer Goods
PG4332245	8762	Consumer Goods
PG4421834	8762	Consumer Goods
PG4421841	8762	Consumer Goods
PGA.GB	61349	Business Services
PGB.GC	12428	Utilities
PGB.GD	12428	Utilities
PGB.GF	12428	Utilities
PGB.GW	12428	Utilities
PGC4373294	107817	Banking
PGL.GC	8470	Utilities
PGL.GK	11555	Utilities
PGN.HJ	2783	Utilities
PGN.HK	2783	Utilities
PGN.HL	2783	Utilities
PGN.HM	2783	Utilities
PGN.HN	2783	Utilities
PGN.HO	2783	Utilities
PGN.HP	2783	Utilities
PGN.HQ	2783	Utilities
PGN.IJ	2783	Utilities
PGN.IK	2783	Utilities
PGN.IL	2783	Utilities
PGN.IR	2783	Utilities
PGN.IS	2783	Utilities
PGN.IT	2783	Utilities
PGN.IU	2783	Utilities
PGN.IX	2783	Utilities
PGN3827944	2783	Utilities
PGO.GB	28286	Petroleum and Natural Gas
PGO.GC	28286	Petroleum and Natural Gas
PGO.GD	28286	Petroleum and Natural Gas
PGO.GE	28286	Petroleum and Natural Gas
PGO.GF	28286	Petroleum and Natural Gas
PGO.GI	28286	Petroleum and Natural Gas
PGO.GJ	28286	Petroleum and Natural Gas
PGR.GA	13341	Insurance
PGR.GB	13341	Insurance
PGR.GC	13341	Insurance
PGR.GD	13341	Insurance
PGR.GE	13341	Insurance
PGR.GF	13341	Insurance
PGR.GG	13341	Insurance
PGR.GH	13341	Insurance
PGR4119105	13341	Insurance
PGR4204131	13341	Insurance
PGR4396015	13341	Insurance
PGR4481218	13341	Insurance
PGTV.GA	63716	Communication
PGTV.GB	63716	Communication
PGTV.GC	63716	Communication
PH.GB	8358	Construction Materials
PH.GK	8358	Construction Materials
PH4458606	8358	Construction Materials
PHA.GH	7536	Pharmaceutical Products
PHA.GJ	7536	Pharmaceutical Products
PHA.GK	7536	Pharmaceutical Products
PHA.GL	7536	Pharmaceutical Products
PHA.GM	7536	Pharmaceutical Products
PHA.GO	7536	Pharmaceutical Products
PHEL.GB	8515	Transportation
PHF4133438	14974	Trading
PHG.GG	8546	Electrical Equipment
PHG.GH	8546	Electrical Equipment
PHG.GI	8546	Electrical Equipment
PHG.GJ	8546	Electrical Equipment
PHG3827971	8546	Electrical Equipment
PHG3827974	8546	Electrical Equipment
PHG3940044	174118	Medical Equipment
PHH.GC	8240	Banking
PHH.GD	8240	Banking
PHH.GF	8240	Banking
PHH.GG	8240	Banking
PHH.GH	8240	Banking
PHH.GJ	8240	Banking
PHH.GK	8240	Banking
PHH.GL	8240	Banking
PHH3703161	8240	Banking
PHH3703182	8240	Banking
PHH3888616	8240	Banking
PHH4038003	8240	Banking
PHHM.GA	61095	Construction Materials
PHHM.GB	61095	Construction Materials
PHI.GA	8544	Communication
PHI.GC	8544	Communication
PHI.GK	8544	Communication
PHI.GL	8544	Communication
PHIC.GB	166433	Electrical Equipment
PHII.GB	8515	Transportation
PHII.GD	8515	Transportation
PHII4156709	8515	Transportation
PHM.GA	8823	Construction
PHM.GB	8823	Construction
PHM.GC	8823	Construction
PHM.GD	8823	Construction
PHM.GE	8823	Construction
PHM.GF	8823	Construction
PHM.GG	8823	Construction
PHM.GJ	8823	Construction
PHM.GK	8823	Construction
PHM.GL	8823	Construction
PHM.GM	8823	Construction
PHM.GN	8823	Construction
PHM.GO	8823	Construction
PHM.GP	8823	Construction
PHM4340138	8823	Construction
PHM4340139	8823	Construction
PHM4388482	8823	Construction
PHMX.GB	62055	Healthcare
PHST.GB	12126	Insurance
PHSY.GC	12126	Insurance
PHSY.GD	12126	Insurance
PIC.GA	8571	Restaurants, Hotels, Motels
PIOS.GA	8599	Wholesale
PIRE.GB	8579	Retail
PIRE.GC	8579	Retail
PKD.GC	8357	Petroleum and Natural Gas
PKD.GD	8357	Petroleum and Natural Gas
PKD.GE	8357	Petroleum and Natural Gas
PKD.GF	8357	Petroleum and Natural Gas
PKD.GI	8357	Petroleum and Natural Gas
PKD.GK	8357	Petroleum and Natural Gas
PKD.GM	8357	Petroleum and Natural Gas
PKD.GN	8357	Petroleum and Natural Gas
PKD.GP	8357	Petroleum and Natural Gas
PKD4108087	8357	Petroleum and Natural Gas
PKD4172844	8357	Petroleum and Natural Gas
PKG.GA	128978	Shipping Containers
PKG.GD	128978	Shipping Containers
PKG.GE	128978	Shipping Containers
PKG.GF	128978	Shipping Containers
PKG3869557	128978	Shipping Containers
PKG4061241	128978	Shipping Containers
PKG4160616	128978	Shipping Containers
PKI.GB	4145	Measuring and Control Equipment
PKI.GD	4145	Measuring and Control Equipment
PKI.GE	4145	Measuring and Control Equipment
PKS.GF	10567	Entertainment
PKS.GJ	10567	Entertainment
PKS.GK	10567	Entertainment
PKS.GL	10567	Entertainment
PKS.GN	10567	Entertainment
PKS.GO	10567	Entertainment
PKX.AA	104598	Steelworks Etc
PKX.AE	104598	Steelworks Etc
PKXF.GA	104598	Steelworks Etc
PL.GA	8789	Insurance
PL.GB	8789	Insurance
PL.GC	8789	Insurance
PL.GG	8789	Insurance
PL.GH	8789	Insurance
PL.GI	8789	Insurance
PL.GJ	8789	Insurance
PL.GN	8789	Insurance
PL.IQ	8789	Insurance
PL.LW	8789	Insurance
PL.MS	8789	Insurance
PL.MT	8789	Insurance
PL.MU	8789	Insurance
PL3856188	8789	Insurance
PL3890337	8789	Insurance
PLA.GA	8638	Communication
PLA.GB	8638	Communication
PLAB.GA	13200	Electrical Equipment
PLAB.GC	13200	Electrical Equipment
PLAB.GD	13200	Electrical Equipment
PLAB.GE	13200	Electrical Equipment
PLAB.GF	13200	Electrical Equipment
PLAB3889876	13200	Electrical Equipment
PLAB4204625	13200	Electrical Equipment
PLD.AA	29984	Trading
PLD.AC	29984	Trading
PLD.AD	29984	Trading
PLD.AE	29984	Trading
PLD.AF	29984	Trading
PLD.AI	29984	Trading
PLD.AJ	29984	Trading
PLD.GA	29984	Trading
PLD.GB	29984	Trading
PLD.GC	29984	Trading
PLD.GD	29984	Trading
PLD.GM	29984	Trading
PLD.GP	29984	Trading
PLD.GQ	29984	Trading
PLD.GR	29984	Trading
PLD.GS	29984	Trading
PLD.GT	29984	Trading
PLD.GU	29984	Trading
PLD.GW	29984	Trading
PLD.GX	29984	Trading
PLD.GY	29984	Trading
PLD.GZ	29984	Trading
PLD.HA	29984	Trading
PLD.HB	29984	Trading
PLD.HC	29984	Trading
PLD.HD	29984	Trading
PLD.HE	29984	Trading
PLD.HF	29984	Trading
PLD.HG	29984	Trading
PLD.HH	29984	Trading
PLD.HI	29984	Trading
PLD.HJ	29984	Trading
PLD.HM	29984	Trading
PLD.HN	29984	Trading
PLD.HO	29984	Trading
PLD.HP	29984	Trading
PLD.HQ	29984	Trading
PLD.HR	29984	Trading
PLD.HS	29984	Trading
PLD.HT	29984	Trading
PLD.HU	29984	Trading
PLD.HV	29984	Trading
PLD4039469	29984	Trading
PLD4039470	29984	Trading
PLD4064334	29984	Trading
PLD4097767	29984	Trading
PLD4306070	29984	Trading
PLFE.GA	14820	Insurance
PLL.AA	8304	Machinery
PLLL.GB	8341	Petroleum and Natural Gas
PLMD.GB	25000	Retail
PLX.GA	8627	Petroleum and Natural Gas
PLX.GB	8627	Petroleum and Natural Gas
PLX.GC	8627	Petroleum and Natural Gas
PLX.GJ	149268	Petroleum and Natural Gas
PLX.GK	149268	Petroleum and Natural Gas
PLX.GL	149268	Petroleum and Natural Gas
PLX.GN	149268	Petroleum and Natural Gas
PLX.GO	149268	Petroleum and Natural Gas
PLX.GP	116029	Business Services
PLX.GQ	149268	Petroleum and Natural Gas
PLX.GR	149268	Petroleum and Natural Gas
PLX.GS	149268	Petroleum and Natural Gas
PLX.GT	149268	Petroleum and Natural Gas
PLX3848095	149268	Petroleum and Natural Gas
PLX4166129	62592	Pharmaceutical Products
PLX4433134	62592	Pharmaceutical Products
PM3673405	179621	Tobacco Products
PM3673419	179621	Tobacco Products
PM3673423	179621	Tobacco Products
PM3674482	179621	Tobacco Products
PM3682195	179621	Tobacco Products
PM3691632	179621	Tobacco Products
PM3691638	179621	Tobacco Products
PM3699034	179621	Tobacco Products
PM3699035	179621	Tobacco Products
PM3831485	179621	Tobacco Products
PM3831486	179621	Tobacco Products
PM3889954	179621	Tobacco Products
PM3889956	179621	Tobacco Products
PM3889958	179621	Tobacco Products
PM3975945	179621	Tobacco Products
PM3975947	179621	Tobacco Products
PM3975964	179621	Tobacco Products
PM4067556	179621	Tobacco Products
PM4067566	179621	Tobacco Products
PM4067574	179621	Tobacco Products
PM4181089	179621	Tobacco Products
PM4181090	179621	Tobacco Products
PM4181093	179621	Tobacco Products
PM4275878	179621	Tobacco Products
PM4275880	179621	Tobacco Products
PM4337102	179621	Tobacco Products
PM4337103	179621	Tobacco Products
PM4337104	179621	Tobacco Products
PM4359673	179621	Tobacco Products
PM4456774	179621	Tobacco Products
PM4456775	179621	Tobacco Products
PM4456776	179621	Tobacco Products
PM4456777	179621	Tobacco Products
PMACA.GA	25823	Insurance
PMACA.GD	25823	Insurance
PMCS.GB	23943	Electrical Equipment
PMCS.GC	23943	Electrical Equipment
PMCS.GD	23943	Electrical Equipment
PME.GA	113301	Printing and Publishing
PMI.GA	31707	Insurance
PMI.GE	31707	Insurance
PMI.GF	31707	Insurance
PMI.GG	31707	Insurance
PMI.GH	31707	Insurance
PMI.GI	31707	Insurance
PMI.GJ	31707	Insurance
PMO4322703	28308	Trading
PMSI.GA	2589	Healthcare
PNC.HT	8245	Banking
PNC.JK	7711	Banking
PNC.KR	8245	Banking
PNC3925909	8245	Banking
PNC4002823	8245	Banking
PNC4119535	8245	Banking
PNC4135545	8245	Banking
PNC4420925	8245	Banking
PNC4452436	8245	Banking
PNC4497661	8245	Banking
PNCL.GB	147453	Transportation
PNER.GB	14380	Chemicals
PNER.GC	9835	Petroleum and Natural Gas
PNER.GE	9835	Petroleum and Natural Gas
PNFT.GJ	8439	Retail
PNK.GA	5671	Entertainment
PNK.GD	5671	Entertainment
PNK.GF	5671	Entertainment
PNK.GI	5671	Entertainment
PNK.GO	5671	Entertainment
PNK3828019	5671	Entertainment
PNK4134459	5671	Entertainment
PNM.GA	8807	Utilities
PNNT3956627	177216	Trading
PNNT4164807	177216	Trading
PNP.GA	65251	Trading
PNP.GG	65251	Trading
PNP.GY	65251	Trading
PNP.GZ	65251	Trading
PNP.HA	65251	Trading
PNR.AA	8463	Machinery
PNR.GA	8463	Machinery
PNSN.GB	164661	Trading
PNW.GQ	1075	Utilities
PNW.GU	1075	Utilities
PNX.GA	142462	Insurance
PNX3814338	142462	Insurance
PNY.GJ	8577	Utilities
PNY.GK	8577	Utilities
PNY.GL	8577	Utilities
PNY4035357	8577	Utilities
PNY4164402	8577	Utilities
PNY4287807	8577	Utilities
PNY4387423	8577	Utilities
POC.GA	140821	Transportation
POC.GB	140821	Transportation
PODD.AA	177227	Medical Equipment
PODD.AB	177227	Medical Equipment
PODD4132176	177227	Medical Equipment
POL.GL	28194	Chemicals
POL.GO	28194	Chemicals
POL.GP	28194	Chemicals
POL.GR	28194	Chemicals
POL4050507	28194	Chemicals
POM.GK	8694	Utilities
POM.GL	8694	Utilities
POM.GM	8694	Utilities
POM.GO	8694	Utilities
POM.GP	8694	Utilities
POM.GQ	8694	Utilities
POM.GR	8694	Utilities
POM.GS	8694	Utilities
POM.GT	8694	Utilities
POM.GU	8694	Utilities
POM.GV	8694	Utilities
POM.GW	8694	Utilities
POM.GY	8694	Utilities
POM.GZ	8694	Utilities
POM.HF	8694	Utilities
POM.HT	8694	Utilities
POM.HV	8694	Utilities
POM.HW	8694	Utilities
POM.HX	8694	Utilities
POM.HY	8694	Utilities
POM.HZ	8694	Utilities
POM.IE	8694	Utilities
POM.IF	8694	Utilities
POM.II	8694	Utilities
POP.GA	8675	Business Supplies
POP.GC	8675	Business Supplies
POST3939088	170527	Food Products
POT.AA	16582	Chemicals
POT.AB	16582	Chemicals
POT.GA	16582	Chemicals
POT.GB	16582	Chemicals
POT.GC	16582	Chemicals
POT.GD	16582	Chemicals
POT.GE	16582	Chemicals
POT.GF	16582	Chemicals
POT.GG	16582	Chemicals
POT.GH	16582	Chemicals
POT4104268	16582	Chemicals
POT4225268	16582	Chemicals
POT4432881	16582	Chemicals
PPC.AA	12785	Food Products
PPC.AC	12785	Food Products
PPE.GA	116857	Entertainment
PPE.GB	116857	Entertainment
PPE.GC	116857	Entertainment
PPE.GD	116857	Entertainment
PPE.GF	5643	Restaurants, Hotels, Motels
PPE.GG	116857	Entertainment
PPE.GH	116857	Entertainment
PPE.GJ	116857	Entertainment
PPE.GL	116857	Entertainment
PPE.GM	116857	Entertainment
PPE.GN	116857	Entertainment
PPG.AA	8247	Chemicals
PPG.AB	8247	Chemicals
PPG.GA	8247	Chemicals
PPG.GB	8247	Chemicals
PPG.GC	8247	Chemicals
PPG.GD	8247	Chemicals
PPG.GE	8247	Chemicals
PPG.GF	8247	Chemicals
PPG.GG	8247	Chemicals
PPG.GH	8247	Chemicals
PPG.GI	8247	Chemicals
PPG.GJ	8247	Chemicals
PPG.GK	8247	Chemicals
PPG.GL	8247	Chemicals
PPG.GM	8247	Chemicals
PPG3884751	8247	Chemicals
PPG4182577	8247	Chemicals
PPI.GJ	8655	Petroleum and Natural Gas
PPL.GR	156676	Utilities
PPL.HW	8455	Utilities
PPL.HZ	156676	Utilities
PPL.IA	156676	Utilities
PPL.IB	156676	Utilities
PPL.IC	156676	Utilities
PPL.IG	156676	Utilities
PPL.IH	156676	Utilities
PPL.IK	8455	Utilities
PPL.IL	8455	Utilities
PPL.IR	156676	Utilities
PPO.GC	160661	NA
PPO.GF	160661	NA
PPO.GH	160661	NA
PPP.GA	8655	Petroleum and Natural Gas
PPP.GB	8655	Petroleum and Natural Gas
PPP.GC	8655	Petroleum and Natural Gas
PPP.GE	8655	Petroleum and Natural Gas
PPP.GF	8655	Petroleum and Natural Gas
PPP.GH	8655	Petroleum and Natural Gas
PPP4214711	180475	Precious Metals
PQ.AB	25874	Petroleum and Natural Gas
PQ4497190	25874	Petroleum and Natural Gas
PQUE.GC	25874	Petroleum and Natural Gas
PRA.GB	24440	Insurance
PRA4072207	24440	Insurance
PRAA4174369	150477	Banking
PRGN.GB	64597	Business Services
PRGN4152387	178082	Transportation
PRGN4153414	178082	Transportation
PRGO4005540	24782	Pharmaceutical Products
PRGO4068017	24782	Pharmaceutical Products
PRGO4068066	24782	Pharmaceutical Products
PRGO4068068	24782	Pharmaceutical Products
PRGX.GA	62494	Business Services
PRGX.GD	62494	Business Services
PRGX.GE	62494	Business Services
PRHC.GB	66435	Healthcare
PRHC.GE	66435	Healthcare
PRI3876838	1414	Insurance
PRL4053907	64891	Apparel
PRM.GA	27882	Printing and Publishing
PRM.GB	27882	Printing and Publishing
PRM.GE	27882	Printing and Publishing
PRM.GG	27882	Printing and Publishing
PRO4360988	177744	Business Services
PROS.GC	160233	Trading
PRS.GA	136009	Petroleum and Natural Gas
PRSV.GB	154758	Transportation
PRTL.GA	63952	Communication
PRTL.GB	63952	Communication
PRTL.GC	63952	Communication
PRTL.GD	63952	Communication
PRTL.GE	63952	Communication
PRTL.GF	63952	Communication
PRTL.GI	63952	Communication
PRTL.GL	63952	Communication
PRU.AA	143356	Insurance
PRU.AB	143356	Insurance
PRU.GAA	143356	Insurance
PRU.GAB	143356	Insurance
PRU.GAC	143356	Insurance
PRU.GAD	143356	Insurance
PRU.GAE	143356	Insurance
PRU.GAF	143356	Insurance
PRU.GAG	143356	Insurance
PRU.GAH	143356	Insurance
PRU.GAI	143356	Insurance
PRU.GAJ	143356	Insurance
PRU.GAK	143356	Insurance
PRU.GAL	143356	Insurance
PRU.GAM	143356	Insurance
PRU.GAN	143356	Insurance
PRU.GAO	143356	Insurance
PRU.GAP	143356	Insurance
PRU.GAQ	143356	Insurance
PRU.GAR	143356	Insurance
PRU.GAS	143356	Insurance
PRU.GAT	143356	Insurance
PRU.GAU	143356	Insurance
PRU.GAV	143356	Insurance
PRU.GAW	143356	Insurance
PRU.GAX	143356	Insurance
PRU.GAY	143356	Insurance
PRU.GAZ	143356	Insurance
PRU.GBA	143356	Insurance
PRU.GBB	143356	Insurance
PRU.GBC	143356	Insurance
PRU.GBD	143356	Insurance
PRU.GBE	143356	Insurance
PRU.GBF	143356	Insurance
PRU.GBG	143356	Insurance
PRU.GBI	143356	Insurance
PRU.GBK	143356	Insurance
PRU.GBL	143356	Insurance
PRU.GBM	143356	Insurance
PRU.GBN	143356	Insurance
PRU.GBO	143356	Insurance
PRU.GBP	143356	Insurance
PRU.GBQ	143356	Insurance
PRU.GBR	143356	Insurance
PRU.GBS	143356	Insurance
PRU.GBT	143356	Insurance
PRU.GBU	143356	Insurance
PRU.GBV	143356	Insurance
PRU.GBW	143356	Insurance
PRU.GBX	143356	Insurance
PRU.GBY	143356	Insurance
PRU.GBZ	143356	Insurance
PRU.GCB	143356	Insurance
PRU.GCC	143356	Insurance
PRU.GCD	143356	Insurance
PRU.GCE	143356	Insurance
PRU.GCF	143356	Insurance
PRU.GCG	143356	Insurance
PRU.GCH	143356	Insurance
PRU.GCI	143356	Insurance
PRU.GCJ	143356	Insurance
PRU.GCK	143356	Insurance
PRU.GCL	143356	Insurance
PRU.GCM	143356	Insurance
PRU.GCO	143356	Insurance
PRU.GCP	143356	Insurance
PRU.GCR	143356	Insurance
PRU.GCS	143356	Insurance
PRU.GCT	143356	Insurance
PRU.GCU	143356	Insurance
PRU.GCV	143356	Insurance
PRU.GCW	143356	Insurance
PRU.GCX	143356	Insurance
PRU.GCZ	143356	Insurance
PRU.GDA	143356	Insurance
PRU.GDB	143356	Insurance
PRU.GDC	143356	Insurance
PRU.GDD	143356	Insurance
PRU.GDE	143356	Insurance
PRU.GDF	143356	Insurance
PRU.GDG	143356	Insurance
PRU.GDH	143356	Insurance
PRU.GDI	143356	Insurance
PRU.GDJ	143356	Insurance
PRU.GDK	143356	Insurance
PRU.GDL	143356	Insurance
PRU.GDM	143356	Insurance
PRU.GDN	143356	Insurance
PRU.GDP	143356	Insurance
PRU.GDQ	143356	Insurance
PRU.GDR	143356	Insurance
PRU.GDS	143356	Insurance
PRU.GDT	143356	Insurance
PRU.GDU	143356	Insurance
PRU.GDV	143356	Insurance
PRU.GDW	143356	Insurance
PRU.GDX	143356	Insurance
PRU.GDY	143356	Insurance
PRU.GDZ	143356	Insurance
PRU.GEA	143356	Insurance
PRU.GEB	143356	Insurance
PRU.GEC	143356	Insurance
PRU.GED	143356	Insurance
PRU.GEE	143356	Insurance
PRU.GEF	143356	Insurance
PRU.GEG	143356	Insurance
PRU.GEH	143356	Insurance
PRU.GEI	143356	Insurance
PRU.GEJ	143356	Insurance
PRU.GEK	143356	Insurance
PRU.GEL	143356	Insurance
PRU.GEM	143356	Insurance
PRU.GEN	143356	Insurance
PRU.GEO	143356	Insurance
PRU.GEP	143356	Insurance
PRU.GEQ	143356	Insurance
PRU.GER	143356	Insurance
PRU.GES	143356	Insurance
PRU.GET	143356	Insurance
PRU.GEV	143356	Insurance
PRU.GEW	143356	Insurance
PRU.GEX	143356	Insurance
PRU.GEY	143356	Insurance
PRU.GEZ	143356	Insurance
PRU.GMA	143356	Insurance
PRU.GMB	143356	Insurance
PRU.GMC	143356	Insurance
PRU.GMD	143356	Insurance
PRU.GME	143356	Insurance
PRU.GMF	143356	Insurance
PRU.GMG	143356	Insurance
PRU.GMH	143356	Insurance
